Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2515","Rye and products","2010","2010","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2515","Rye and products","2011","2011","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2515","Rye and products","2012","2012","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2515","Rye and products","2013","2013","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2515","Rye and products","2014","2014","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2515","Rye and products","2015","2015","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2515","Rye and products","2016","2016","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2515","Rye and products","2017","2017","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2515","Rye and products","2018","2018","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2515","Rye and products","2019","2019","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2515","Rye and products","2020","2020","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2515","Rye and products","2010","2010","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2515","Rye and products","2011","2011","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2515","Rye and products","2012","2012","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2515","Rye and products","2013","2013","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2515","Rye and products","2014","2014","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2515","Rye and products","2015","2015","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2515","Rye and products","2016","2016","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2515","Rye and products","2017","2017","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2515","Rye and products","2018","2018","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2515","Rye and products","2019","2019","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2515","Rye and products","2020","2020","g","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2516","Oats","2010","2010","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2516","Oats","2011","2011","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2516","Oats","2012","2012","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2516","Oats","2013","2013","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2516","Oats","2014","2014","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2516","Oats","2015","2015","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2516","Oats","2016","2016","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2516","Oats","2017","2017","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2516","Oats","2018","2018","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2516","Oats","2019","2019","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2516","Oats","2020","2020","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2516","Oats","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2516","Oats","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2516","Oats","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2516","Oats","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2516","Oats","2014","2014","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2516","Oats","2015","2015","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2516","Oats","2016","2016","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2516","Oats","2017","2017","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2516","Oats","2018","2018","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2516","Oats","2019","2019","1000 t","1","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2516","Oats","2020","2020","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2516","Oats","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2516","Oats","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2516","Oats","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2516","Oats","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2516","Oats","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2516","Oats","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2516","Oats","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2516","Oats","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2516","Oats","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2516","Oats","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2516","Oats","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2516","Oats","2010","2010","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2516","Oats","2011","2011","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2516","Oats","2012","2012","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2516","Oats","2013","2013","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2516","Oats","2014","2014","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2516","Oats","2015","2015","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2516","Oats","2016","2016","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2516","Oats","2017","2017","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2516","Oats","2018","2018","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2516","Oats","2019","2019","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2516","Oats","2020","2020","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2516","Oats","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2516","Oats","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2516","Oats","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2516","Oats","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2516","Oats","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2516","Oats","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2516","Oats","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2516","Oats","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2516","Oats","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2516","Oats","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2516","Oats","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2516","Oats","2010","2010","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2516","Oats","2011","2011","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2516","Oats","2012","2012","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2516","Oats","2013","2013","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2516","Oats","2014","2014","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2516","Oats","2015","2015","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2516","Oats","2016","2016","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2516","Oats","2017","2017","1000 t","3","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2516","Oats","2018","2018","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2516","Oats","2019","2019","1000 t","4","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2516","Oats","2020","2020","1000 t","5","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2516","Oats","2010","2010","million Kcal","4901","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2516","Oats","2011","2011","million Kcal","5466","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2516","Oats","2012","2012","million Kcal","6177","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2516","Oats","2013","2013","million Kcal","6113","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2516","Oats","2014","2014","million Kcal","6097","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2516","Oats","2015","2015","million Kcal","6559","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2516","Oats","2016","2016","million Kcal","8878","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2516","Oats","2017","2017","million Kcal","6524","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2516","Oats","2018","2018","million Kcal","9173","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2516","Oats","2019","2019","million Kcal","7227.09","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2516","Oats","2020","2020","million Kcal","8956.97","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2516","Oats","2010","2010","g","157","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2516","Oats","2011","2011","g","175","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2516","Oats","2012","2012","g","198","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2516","Oats","2013","2013","g","195","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2516","Oats","2014","2014","g","195","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2516","Oats","2015","2015","g","210","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2516","Oats","2016","2016","g","284","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2516","Oats","2017","2017","g","209","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2516","Oats","2018","2018","g","293","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2516","Oats","2019","2019","g","231.12","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2516","Oats","2020","2020","g","286.44","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2516","Oats","2010","2010","g","92","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2516","Oats","2011","2011","g","103","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2516","Oats","2012","2012","g","116","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2516","Oats","2013","2013","g","115","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2516","Oats","2014","2014","g","115","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2516","Oats","2015","2015","g","123","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2516","Oats","2016","2016","g","167","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2516","Oats","2017","2017","g","123","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2516","Oats","2018","2018","g","172","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2516","Oats","2019","2019","g","135.74","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2516","Oats","2020","2020","g","168.23","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2517","Millet and products","2010","2010","1000 t","54","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2517","Millet and products","2011","2011","1000 t","73","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2517","Millet and products","2012","2012","1000 t","138","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2517","Millet and products","2013","2013","1000 t","139","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2517","Millet and products","2014","2014","1000 t","126","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2517","Millet and products","2015","2015","1000 t","99","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2517","Millet and products","2016","2016","1000 t","54","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2517","Millet and products","2017","2017","1000 t","54","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2517","Millet and products","2018","2018","1000 t","72","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2517","Millet and products","2019","2019","1000 t","135","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2517","Millet and products","2020","2020","1000 t","153","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2517","Millet and products","2010","2010","1000 t","17","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2517","Millet and products","2011","2011","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2517","Millet and products","2012","2012","1000 t","2","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2517","Millet and products","2013","2013","1000 t","8","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2517","Millet and products","2015","2015","1000 t","14","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2517","Millet and products","2016","2016","1000 t","7","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2517","Millet and products","2017","2017","1000 t","87","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2517","Millet and products","2018","2018","1000 t","31","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2517","Millet and products","2019","2019","1000 t","6","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5611","Import Quantity","F2517","Millet and products","2020","2020","1000 t","9","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2517","Millet and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2517","Millet and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2517","Millet and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2517","Millet and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2517","Millet and products","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2517","Millet and products","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2517","Millet and products","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2517","Millet and products","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2517","Millet and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2517","Millet and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5911","Export Quantity","F2517","Millet and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2517","Millet and products","2010","2010","1000 t","71","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2517","Millet and products","2011","2011","1000 t","76","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2517","Millet and products","2012","2012","1000 t","140","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2517","Millet and products","2013","2013","1000 t","145","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2517","Millet and products","2014","2014","1000 t","121","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2517","Millet and products","2015","2015","1000 t","108","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2517","Millet and products","2016","2016","1000 t","64","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2517","Millet and products","2017","2017","1000 t","136","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2517","Millet and products","2018","2018","1000 t","99","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2517","Millet and products","2019","2019","1000 t","156","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5301","Domestic supply quantity","F2517","Millet and products","2020","2020","1000 t","174","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2517","Millet and products","2010","2010","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2517","Millet and products","2011","2011","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2517","Millet and products","2012","2012","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2517","Millet and products","2013","2013","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2517","Millet and products","2014","2014","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2517","Millet and products","2015","2015","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2517","Millet and products","2016","2016","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2517","Millet and products","2017","2017","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2517","Millet and products","2018","2018","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2517","Millet and products","2019","2019","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5170","Residuals","F2517","Millet and products","2020","2020","1000 t","0","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2517","Millet and products","2010","2010","1000 t","42","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2517","Millet and products","2011","2011","1000 t","46","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2517","Millet and products","2012","2012","1000 t","84","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2517","Millet and products","2013","2013","1000 t","87","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2517","Millet and products","2014","2014","1000 t","74","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2517","Millet and products","2015","2015","1000 t","66","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2517","Millet and products","2016","2016","1000 t","36","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2517","Millet and products","2017","2017","1000 t","83","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2517","Millet and products","2018","2018","1000 t","61","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2517","Millet and products","2019","2019","1000 t","113","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","5142","Food","F2517","Millet and products","2020","2020","1000 t","128","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2517","Millet and products","2010","2010","million Kcal","129216","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2517","Millet and products","2011","2011","million Kcal","138895","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2517","Millet and products","2012","2012","million Kcal","256889","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2517","Millet and products","2013","2013","million Kcal","264591","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2517","Millet and products","2014","2014","million Kcal","223878","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2517","Millet and products","2015","2015","million Kcal","200584","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2517","Millet and products","2016","2016","million Kcal","108497","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2517","Millet and products","2017","2017","million Kcal","251766","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2517","Millet and products","2018","2018","million Kcal","184294","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2517","Millet and products","2019","2019","million Kcal","365628.13","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","661","Food supply (kcal)","F2517","Millet and products","2020","2020","million Kcal","414946.94","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2517","Millet and products","2010","2010","g","3058","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2517","Millet and products","2011","2011","g","3287","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2517","Millet and products","2012","2012","g","6080","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2517","Millet and products","2013","2013","g","6263","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2517","Millet and products","2014","2014","g","5299","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2517","Millet and products","2015","2015","g","4748","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2517","Millet and products","2016","2016","g","2568","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2517","Millet and products","2017","2017","g","5959","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2517","Millet and products","2018","2018","g","4362","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2517","Millet and products","2019","2019","g","9678.57","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","671","Protein supply quantity (g)","F2517","Millet and products","2020","2020","g","10978.09","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2517","Millet and products","2010","2010","g","1032","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2517","Millet and products","2011","2011","g","1110","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2517","Millet and products","2012","2012","g","2052","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2517","Millet and products","2013","2013","g","2114","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2517","Millet and products","2014","2014","g","1788","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2517","Millet and products","2015","2015","g","1602","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2517","Millet and products","2016","2016","g","867","I","Imputed value"
"FBS","Food Balances (2010-)","404","Kenya","681","Fat supply quantity (g)","F2517","Millet and products","2017","2017","g","2011","I","Imputed value"
